Text,Sentiment,Source,Date/Time,User ID,Location,Confidence Score,Product/Service,Category,Rating,Response Time (mins),Resolution Status,Cleaned_Text,Processed_Text
Chatbot was useless and unhelpful.,Negative,IMDb,2023-06-08 05:10:00,user10793,Los Angeles,0.94,Product B,Billing,2,147,Resolved,chatbot was useless and unhelpful,chatbot useless unhelpful
"It was okay, nothing special.",Neutral,Email,2023-07-20 10:19:00,user10794,Los Angeles,0.77,Website,Website Experience,2,77,Resolved,it was okay nothing special,okay nothing special
Fast and friendly communication.,Positive,IMDb,2023-09-28 06:57:00,user10796,Sydney,0.84,Gift Card,Customer Support,5,62,Resolved,fast and friendly communication,fast friendly communication
Fast and friendly communication.,Positive,TripAdvisor,2023-07-24 05:53:00,user10797,London,0.87,Subscription,Billing,1,10,Escalated,fast and friendly communication,fast friendly communication
"It was okay, nothing special.",Neutral,IMDb,2023-09-23 01:50:00,user10798,London,0.71,Customer Portal,Product Quality,3,82,Pending,it was okay nothing special,okay nothing special
I will definitely recommend this to friends.,Positive,TripAdvisor,2023-07-06 16:27:00,user10799,Sydney,0.78,Product B,Product Quality,4,161,Resolved,i will definitely recommend this to friends,definitely recommend friend
Delivery took too long.,Negative,ChatSupport,2023-06-20 22:26:00,user10800,Dubai,0.74,Subscription,Billing,3,76,Resolved,delivery took too long,delivery took long
Response time could be better.,Neutral,Amazon Reviews,2023-07-25 12:04:00,user10801,Sydney,0.89,Mobile App,Usability,2,57,Resolved,response time could be better,response time could better
Chatbot was useless and unhelpful.,Negative,Email,2023-08-06 05:19:00,user10802,Singapore,0.79,Gift Card,Product Quality,1,151,Resolved,chatbot was useless and unhelpful,chatbot useless unhelpful
Neutral feeling about the experience.,Neutral,Email,2023-07-29 10:20:00,user10803,Los Angeles,0.88,Mobile App,Product Quality,5,118,Resolved,neutral feeling about the experience,neutral feeling experience
Excellent support team.,Positive,IMDb,2023-08-20 05:41:00,user10804,Dubai,0.93,Customer Portal,Delivery,4,51,Resolved,excellent support team,excellent support team
Everything worked perfectly.,Positive,Twitter,2023-06-07 11:22:00,user10805,Los Angeles,0.79,Delivery Service,Product Quality,4,11,Pending,everything worked perfectly,everything worked perfectly
Great quality and quick delivery.,Positive,Yelp,2023-09-05 07:42:00,user10807,Dubai,0.7,Premium Plan,Technical,1,91,Resolved,great quality and quick delivery,great quality quick delivery
Product quality is acceptable.,Neutral,Yelp,2023-08-04 03:59:00,user10808,Singapore,0.77,Website,Delivery,5,115,Resolved,product quality is acceptable,product quality acceptable
User experience is fantastic.,Positive,Twitter,2023-08-03 10:23:00,user10809,Dubai,0.82,Gift Card,Technical,5,165,Resolved,user experience is fantastic,user experience fantastic
Received wrong item.,Negative,ChatSupport,2023-09-23 05:32:00,user10810,Sydney,0.83,Gift Card,Customer Support,3,152,Escalated,received wrong item,received wrong item
"Met expectations, no issues.",Neutral,Amazon Reviews,2023-08-09 07:47:00,user10811,Berlin,0.87,Delivery Service,Product Quality,2,62,Resolved,met expectations no issues,met expectation issue
Customer support never replied.,Negative,Amazon Reviews,2023-06-18 01:08:00,user10813,Sydney,0.94,Customer Portal,Product Quality,1,147,Resolved,customer support never replied,customer support never replied
"It was okay, nothing special.",Neutral,TripAdvisor,2023-06-03 09:56:00,user10814,Paris,0.85,Product A,Billing,3,66,Resolved,it was okay nothing special,okay nothing special
Slow response from team.,Negative,Website Testimonial,2023-07-12 15:18:00,user10815,New York,0.79,Product A,Product Quality,2,100,Pending,slow response from team,slow response team
Customer care was top-notch.,Positive,Amazon Reviews,2023-06-05 16:26:00,user10816,Paris,0.77,Gift Card,Billing,4,93,Escalated,customer care was top notch,customer care top notch
Great quality and quick delivery.,Positive,Email,2023-08-15 22:11:00,user10817,Mumbai,0.94,Premium Plan,Customer Support,1,100,Resolved,great quality and quick delivery,great quality quick delivery
Neutral feeling about the experience.,Neutral,Twitter,2023-07-13 05:29:00,user10818,Berlin,0.8,Delivery Service,Usability,5,9,Pending,neutral feeling about the experience,neutral feeling experience
"Terrible experience, very disappointed.",Negative,Twitter,2023-08-31 11:43:00,user10820,Paris,0.72,Product B,Product Quality,4,16,Resolved,terrible experience very disappointed,terrible experience disappointed
"It was okay, nothing special.",Neutral,Spotify,2023-08-13 00:26:00,user10821,Mumbai,0.83,Delivery Service,Delivery,3,38,Resolved,it was okay nothing special,okay nothing special
"It was okay, nothing special.",Neutral,Amazon Reviews,2023-07-17 09:25:00,user10822,Sydney,0.89,Gift Card,Delivery,3,136,Pending,it was okay nothing special,okay nothing special
Neither good nor bad.,Neutral,Email,2023-07-07 12:46:00,user10823,Paris,0.76,Delivery Service,Product Quality,1,75,Resolved,neither good nor bad,neither good bad
"Met expectations, no issues.",Neutral,Spotify,2023-08-07 17:41:00,user10824,New York,0.85,Mobile App,Refund,2,15,Pending,met expectations no issues,met expectation issue
Delivery took too long.,Negative,Spotify,2023-08-02 08:44:00,user10825,New York,0.79,Product A,Customer Support,5,107,Resolved,delivery took too long,delivery took long
Product quality is acceptable.,Neutral,IMDb,2023-08-07 18:10:00,user10826,Sydney,0.82,Premium Plan,Delivery,1,81,Resolved,product quality is acceptable,product quality acceptable
Great quality and quick delivery.,Positive,TripAdvisor,2023-06-17 21:53:00,user10827,New York,0.94,Website,Website Experience,2,65,Resolved,great quality and quick delivery,great quality quick delivery
Received wrong item.,Negative,Spotify,2023-09-20 07:18:00,user10828,Los Angeles,0.92,Mobile App,Refund,3,56,Resolved,received wrong item,received wrong item
Great quality and quick delivery.,Positive,Amazon Reviews,2023-08-18 15:05:00,user10829,Los Angeles,0.72,Customer Portal,Website Experience,5,30,Resolved,great quality and quick delivery,great quality quick delivery
Received wrong item.,Negative,ChatSupport,2023-08-02 13:06:00,user10830,Mumbai,0.72,Delivery Service,Refund,5,144,Resolved,received wrong item,received wrong item
Service quality was consistent.,Neutral,Twitter,2023-07-24 20:37:00,user10831,Mumbai,0.89,Gift Card,Delivery,3,68,Resolved,service quality was consistent,service quality consistent
Excellent support team.,Positive,IMDb,2023-07-23 19:20:00,user10832,London,0.77,Product A,Refund,5,23,Resolved,excellent support team,excellent support team
Excellent support team.,Positive,TripAdvisor,2023-06-17 01:58:00,user10834,Los Angeles,0.71,Product B,Usability,5,147,Resolved,excellent support team,excellent support team
Slow response from team.,Negative,Twitter,2023-09-03 06:05:00,user10835,Singapore,0.94,Product A,Refund,2,39,Pending,slow response from team,slow response team
Neither good nor bad.,Neutral,Amazon Reviews,2023-08-10 10:57:00,user10836,New York,0.93,Product B,Website Experience,3,153,Resolved,neither good nor bad,neither good bad
"Terrible experience, very disappointed.",Negative,TripAdvisor,2023-08-24 11:13:00,user10837,Berlin,0.92,Product A,Technical,1,56,Resolved,terrible experience very disappointed,terrible experience disappointed
Product quality is acceptable.,Neutral,IMDb,2023-07-25 23:23:00,user10838,Toronto,0.77,Mobile App,Website Experience,1,55,Pending,product quality is acceptable,product quality acceptable
"Terrible experience, very disappointed.",Negative,ChatSupport,2023-06-18 11:00:00,user10839,Paris,0.85,Premium Plan,Billing,2,20,Resolved,terrible experience very disappointed,terrible experience disappointed
Slow response from team.,Negative,Email,2023-08-05 06:06:00,user10840,Los Angeles,0.74,Product B,Delivery,5,17,Resolved,slow response from team,slow response team
I will definitely recommend this to friends.,Positive,Spotify,2023-07-20 18:32:00,user10841,New York,0.78,Premium Plan,Technical,4,161,Resolved,i will definitely recommend this to friends,definitely recommend friend
Chatbot was useless and unhelpful.,Negative,Twitter,2023-08-30 08:02:00,user10842,London,0.83,Gift Card,Product Quality,1,110,Resolved,chatbot was useless and unhelpful,chatbot useless unhelpful
Chatbot was useless and unhelpful.,Negative,Email,2023-09-04 11:11:00,user10843,Los Angeles,0.83,Subscription,Website Experience,3,49,Resolved,chatbot was useless and unhelpful,chatbot useless unhelpful
Excellent support team.,Positive,Spotify,2023-07-05 23:56:00,user10844,London,0.9,Subscription,Delivery,4,180,Resolved,excellent support team,excellent support team
Customer care was top-notch.,Positive,Twitter,2023-06-30 02:55:00,user10845,Sydney,0.83,Product A,Delivery,1,62,Resolved,customer care was top notch,customer care top notch
"It was okay, nothing special.",Neutral,ChatSupport,2023-08-07 02:27:00,user10846,Berlin,0.85,Mobile App,Technical,3,176,Pending,it was okay nothing special,okay nothing special
Product arrived damaged.,Negative,ChatSupport,2023-09-28 09:10:00,user10847,London,0.91,Website,Delivery,4,65,Resolved,product arrived damaged,product arrived damaged
Response time could be better.,Neutral,ChatSupport,2023-07-20 03:00:00,user10848,London,0.89,Gift Card,Technical,4,74,Resolved,response time could be better,response time could better
"Terrible experience, very disappointed.",Negative,Yelp,2023-07-05 08:08:00,user10850,Paris,0.88,Website,Usability,4,38,Resolved,terrible experience very disappointed,terrible experience disappointed
Response time could be better.,Neutral,TripAdvisor,2023-06-11 20:39:00,user10852,Los Angeles,0.95,Product A,Refund,3,120,Resolved,response time could be better,response time could better
Product arrived damaged.,Negative,Amazon Reviews,2023-08-01 05:42:00,user10853,Berlin,0.78,Delivery Service,Delivery,3,65,Resolved,product arrived damaged,product arrived damaged
Website kept crashing.,Negative,Yelp,2023-09-06 17:13:00,user10855,Berlin,0.73,Customer Portal,Billing,2,40,Resolved,website kept crashing,website kept crashing
Neutral feeling about the experience.,Neutral,Email,2023-06-04 13:41:00,user10856,London,0.77,Product B,Website Experience,5,81,Pending,neutral feeling about the experience,neutral feeling experience
Fast and friendly communication.,Positive,Amazon Reviews,2023-07-15 15:01:00,user10857,Singapore,0.86,Mobile App,Usability,2,22,Pending,fast and friendly communication,fast friendly communication
User experience is fantastic.,Positive,Website Testimonial,2023-07-16 02:41:00,user10859,Berlin,0.71,Mobile App,Delivery,5,108,Resolved,user experience is fantastic,user experience fantastic
Chatbot was useless and unhelpful.,Negative,Yelp,2023-08-14 16:44:00,user10860,Sydney,0.95,Gift Card,Product Quality,4,86,Pending,chatbot was useless and unhelpful,chatbot useless unhelpful
Chat was fine but not great.,Neutral,Spotify,2023-07-12 14:40:00,user10862,Dubai,0.81,Premium Plan,Customer Support,5,142,Pending,chat was fine but not great,chat fine great
"It was okay, nothing special.",Neutral,Email,2023-09-29 11:42:00,user10863,Dubai,0.82,Customer Portal,Technical,2,121,Resolved,it was okay nothing special,okay nothing special
Customer support never replied.,Negative,Website Testimonial,2023-08-26 23:37:00,user10864,Singapore,0.87,Subscription,Delivery,3,72,Resolved,customer support never replied,customer support never replied
Fast and friendly communication.,Positive,TripAdvisor,2023-06-16 00:54:00,user10865,Sydney,0.92,Gift Card,Customer Support,4,143,Resolved,fast and friendly communication,fast friendly communication
Slow response from team.,Negative,Yelp,2023-06-18 17:50:00,user10866,Berlin,0.72,Product B,Billing,4,44,Resolved,slow response from team,slow response team
User experience is fantastic.,Positive,Twitter,2023-06-11 16:44:00,user10868,Berlin,0.77,Premium Plan,Customer Support,2,180,Resolved,user experience is fantastic,user experience fantastic
Customer support never replied.,Negative,IMDb,2023-06-15 02:49:00,user10869,Paris,0.78,Premium Plan,Website Experience,1,34,Resolved,customer support never replied,customer support never replied
Received wrong item.,Negative,Website Testimonial,2023-07-04 07:33:00,user10870,Mumbai,0.9,Delivery Service,Billing,3,117,Resolved,received wrong item,received wrong item
Website kept crashing.,Negative,ChatSupport,2023-07-14 01:04:00,user10871,Singapore,0.91,Customer Portal,Technical,4,40,Escalated,website kept crashing,website kept crashing
Chat was fine but not great.,Neutral,Amazon Reviews,2023-06-13 01:44:00,user10872,Sydney,0.78,Website,Product Quality,4,176,Resolved,chat was fine but not great,chat fine great
Neutral feeling about the experience.,Neutral,Yelp,2023-07-23 23:23:00,user10873,New York,0.89,Product A,Refund,1,177,Resolved,neutral feeling about the experience,neutral feeling experience
Response time could be better.,Neutral,TripAdvisor,2023-06-24 10:54:00,user10874,New York,0.93,Product A,Customer Support,5,113,Resolved,response time could be better,response time could better
Response time could be better.,Neutral,TripAdvisor,2023-07-17 23:06:00,user10875,Singapore,0.74,Website,Billing,1,48,Pending,response time could be better,response time could better
Chatbot was useless and unhelpful.,Negative,Twitter,2023-07-19 07:01:00,user10876,Mumbai,0.82,Product B,Website Experience,1,157,Resolved,chatbot was useless and unhelpful,chatbot useless unhelpful
User experience is fantastic.,Positive,Spotify,2023-08-10 01:21:00,user10877,Sydney,0.81,Product B,Product Quality,5,128,Resolved,user experience is fantastic,user experience fantastic
Everything worked perfectly.,Positive,TripAdvisor,2023-07-19 07:55:00,user10878,Berlin,0.73,Mobile App,Website Experience,4,126,Escalated,everything worked perfectly,everything worked perfectly
Received wrong item.,Negative,Email,2023-09-21 03:52:00,user10879,Toronto,0.7,Customer Portal,Billing,2,177,Resolved,received wrong item,received wrong item
Neither good nor bad.,Neutral,ChatSupport,2023-08-22 06:02:00,user10880,New York,0.89,Customer Portal,Website Experience,5,168,Resolved,neither good nor bad,neither good bad
Chat was fine but not great.,Neutral,ChatSupport,2023-08-23 14:02:00,user10881,Singapore,0.85,Gift Card,Website Experience,5,139,Resolved,chat was fine but not great,chat fine great
Response time could be better.,Neutral,Twitter,2023-06-14 07:22:00,user10883,Toronto,0.84,Customer Portal,Delivery,5,60,Resolved,response time could be better,response time could better
Received wrong item.,Negative,Yelp,2023-07-19 10:11:00,user10884,Dubai,0.73,Customer Portal,Customer Support,3,166,Resolved,received wrong item,received wrong item
Neither good nor bad.,Neutral,ChatSupport,2023-08-09 05:08:00,user10885,Singapore,0.84,Delivery Service,Customer Support,5,67,Resolved,neither good nor bad,neither good bad
Great quality and quick delivery.,Positive,Yelp,2023-07-10 18:29:00,user10887,Dubai,0.79,Product B,Website Experience,4,47,Resolved,great quality and quick delivery,great quality quick delivery
Great quality and quick delivery.,Positive,TripAdvisor,2023-09-08 05:15:00,user10888,Dubai,0.7,Mobile App,Technical,5,146,Resolved,great quality and quick delivery,great quality quick delivery
Customer care was top-notch.,Positive,Twitter,2023-07-03 03:30:00,user10889,New York,0.86,Gift Card,Delivery,2,24,Resolved,customer care was top notch,customer care top notch
"Met expectations, no issues.",Neutral,Yelp,2023-09-19 22:56:00,user10890,Singapore,0.79,Delivery Service,Delivery,1,19,Pending,met expectations no issues,met expectation issue
Response time could be better.,Neutral,Spotify,2023-06-17 20:47:00,user10891,Dubai,0.9,Mobile App,Usability,3,17,Resolved,response time could be better,response time could better
Customer support never replied.,Negative,TripAdvisor,2023-06-11 03:25:00,user10892,Los Angeles,0.88,Subscription,Website Experience,5,77,Escalated,customer support never replied,customer support never replied
Chatbot was useless and unhelpful.,Negative,ChatSupport,2023-08-25 05:14:00,user10893,London,0.88,Customer Portal,Refund,2,72,Escalated,chatbot was useless and unhelpful,chatbot useless unhelpful
Chatbot was useless and unhelpful.,Negative,Yelp,2023-07-30 02:12:00,user10894,Mumbai,0.76,Product A,Usability,4,149,Resolved,chatbot was useless and unhelpful,chatbot useless unhelpful
Everything worked perfectly.,Positive,ChatSupport,2023-07-22 01:06:00,user10895,New York,0.75,Premium Plan,Customer Support,5,34,Resolved,everything worked perfectly,everything worked perfectly
Slow response from team.,Negative,Amazon Reviews,2023-09-05 08:46:00,user10896,Sydney,0.88,Mobile App,Usability,3,55,Resolved,slow response from team,slow response team
Great quality and quick delivery.,Positive,IMDb,2023-09-05 01:36:00,user10897,Dubai,0.83,Mobile App,Delivery,2,24,Resolved,great quality and quick delivery,great quality quick delivery
Neutral feeling about the experience.,Neutral,Twitter,2023-09-06 22:48:00,user10899,Sydney,0.86,Website,Delivery,2,39,Resolved,neutral feeling about the experience,neutral feeling experience
Delivery took too long.,Negative,Email,2023-09-12 17:27:00,user10900,Dubai,0.89,Gift Card,Billing,5,109,Pending,delivery took too long,delivery took long
Received wrong item.,Negative,Yelp,2023-06-26 06:31:00,user10901,Berlin,0.93,Product B,Delivery,2,103,Resolved,received wrong item,received wrong item
Product quality is acceptable.,Neutral,Website Testimonial,2023-09-10 20:39:00,user10902,Sydney,0.89,Product A,Billing,5,9,Pending,product quality is acceptable,product quality acceptable
Response time could be better.,Neutral,IMDb,2023-07-15 07:13:00,user10903,Dubai,0.91,Product B,Delivery,3,176,Resolved,response time could be better,response time could better
Delivery took too long.,Negative,Amazon Reviews,2023-09-07 21:31:00,user10904,Mumbai,0.94,Customer Portal,Product Quality,3,136,Escalated,delivery took too long,delivery took long
Chatbot was useless and unhelpful.,Negative,Website Testimonial,2023-06-25 22:13:00,user10905,Mumbai,0.76,Product B,Refund,5,147,Resolved,chatbot was useless and unhelpful,chatbot useless unhelpful
Response time could be better.,Neutral,IMDb,2023-06-02 11:40:00,user10907,New York,0.87,Premium Plan,Technical,3,49,Resolved,response time could be better,response time could better
"Terrible experience, very disappointed.",Negative,Yelp,2023-09-19 13:34:00,user10908,Dubai,0.7,Website,Customer Support,5,93,Resolved,terrible experience very disappointed,terrible experience disappointed
I will definitely recommend this to friends.,Positive,Spotify,2023-09-06 15:39:00,user10909,Mumbai,0.94,Subscription,Refund,4,65,Resolved,i will definitely recommend this to friends,definitely recommend friend
Customer care was top-notch.,Positive,Website Testimonial,2023-07-21 04:35:00,user10911,Los Angeles,0.82,Premium Plan,Delivery,4,51,Resolved,customer care was top notch,customer care top notch
Received wrong item.,Negative,Website Testimonial,2023-06-23 03:20:00,user10912,New York,0.81,Premium Plan,Billing,1,124,Pending,received wrong item,received wrong item
Chat was fine but not great.,Neutral,Spotify,2023-09-11 08:28:00,user10913,Toronto,0.9,Delivery Service,Website Experience,2,85,Pending,chat was fine but not great,chat fine great
"It was okay, nothing special.",Neutral,Amazon Reviews,2023-07-21 18:10:00,user10915,Sydney,0.72,Premium Plan,Delivery,5,47,Resolved,it was okay nothing special,okay nothing special
Fast and friendly communication.,Positive,Spotify,2023-07-17 03:14:00,user10916,Dubai,0.74,Website,Customer Support,5,69,Resolved,fast and friendly communication,fast friendly communication
Customer support never replied.,Negative,Spotify,2023-08-10 11:20:00,user10918,Paris,0.73,Product B,Product Quality,3,170,Resolved,customer support never replied,customer support never replied
Fast and friendly communication.,Positive,Amazon Reviews,2023-08-07 19:39:00,user10919,Singapore,0.85,Mobile App,Technical,2,178,Resolved,fast and friendly communication,fast friendly communication
Received wrong item.,Negative,IMDb,2023-06-29 00:55:00,user10920,New York,0.76,Customer Portal,Technical,4,15,Resolved,received wrong item,received wrong item
Customer care was top-notch.,Positive,Amazon Reviews,2023-06-26 17:13:00,user10921,New York,0.8,Premium Plan,Website Experience,5,108,Resolved,customer care was top notch,customer care top notch
Service quality was consistent.,Neutral,Amazon Reviews,2023-08-13 19:58:00,user10922,Los Angeles,0.8,Website,Technical,1,100,Pending,service quality was consistent,service quality consistent
Response time could be better.,Neutral,TripAdvisor,2023-06-23 08:45:00,user10924,Mumbai,0.71,Customer Portal,Customer Support,1,104,Resolved,response time could be better,response time could better
"Terrible experience, very disappointed.",Negative,IMDb,2023-08-25 04:07:00,user10928,Mumbai,0.78,Product B,Technical,3,146,Resolved,terrible experience very disappointed,terrible experience disappointed
"It was okay, nothing special.",Neutral,IMDb,2023-09-16 07:29:00,user10929,Dubai,0.91,Product B,Usability,5,117,Resolved,it was okay nothing special,okay nothing special
"It was okay, nothing special.",Neutral,Website Testimonial,2023-08-15 00:31:00,user10930,Singapore,0.79,Subscription,Technical,5,159,Resolved,it was okay nothing special,okay nothing special
Slow response from team.,Negative,Twitter,2023-08-27 03:57:00,user10931,Berlin,0.78,Delivery Service,Website Experience,1,69,Resolved,slow response from team,slow response team
Great quality and quick delivery.,Positive,Website Testimonial,2023-08-16 16:11:00,user10932,Mumbai,0.82,Subscription,Delivery,3,166,Resolved,great quality and quick delivery,great quality quick delivery
Neither good nor bad.,Neutral,Email,2023-09-11 11:18:00,user10933,London,0.94,Product B,Billing,1,31,Resolved,neither good nor bad,neither good bad
"Met expectations, no issues.",Neutral,ChatSupport,2023-06-08 10:12:00,user10936,Dubai,0.76,Gift Card,Delivery,1,44,Resolved,met expectations no issues,met expectation issue
"Met expectations, no issues.",Neutral,Yelp,2023-08-20 21:13:00,user10937,Singapore,0.73,Subscription,Product Quality,2,23,Resolved,met expectations no issues,met expectation issue
Slow response from team.,Negative,Yelp,2023-08-19 16:20:00,user10938,Berlin,0.86,Gift Card,Refund,5,28,Resolved,slow response from team,slow response team
Service quality was consistent.,Neutral,TripAdvisor,2023-07-29 14:35:00,user10939,Berlin,0.77,Mobile App,Usability,2,28,Resolved,service quality was consistent,service quality consistent
Everything worked perfectly.,Positive,Website Testimonial,2023-07-11 15:00:00,user10940,Berlin,0.75,Customer Portal,Refund,4,74,Pending,everything worked perfectly,everything worked perfectly
Product arrived damaged.,Negative,ChatSupport,2023-08-13 11:46:00,user10942,Paris,0.78,Customer Portal,Billing,3,158,Resolved,product arrived damaged,product arrived damaged
Fast and friendly communication.,Positive,Amazon Reviews,2023-09-16 01:26:00,user10943,London,0.8,Delivery Service,Refund,4,135,Resolved,fast and friendly communication,fast friendly communication
Neither good nor bad.,Neutral,ChatSupport,2023-08-15 10:59:00,user10944,Paris,0.7,Product A,Customer Support,5,76,Resolved,neither good nor bad,neither good bad
Neutral feeling about the experience.,Neutral,IMDb,2023-06-08 19:42:00,user10945,Singapore,0.78,Gift Card,Technical,1,125,Resolved,neutral feeling about the experience,neutral feeling experience
Customer care was top-notch.,Positive,Twitter,2023-09-14 22:33:00,user10946,Dubai,0.79,Premium Plan,Usability,4,71,Resolved,customer care was top notch,customer care top notch
Neither good nor bad.,Neutral,Website Testimonial,2023-08-19 07:39:00,user10947,Paris,0.72,Mobile App,Website Experience,4,152,Resolved,neither good nor bad,neither good bad
Slow response from team.,Negative,Website Testimonial,2023-09-19 21:07:00,user10948,Berlin,0.87,Subscription,Customer Support,1,48,Resolved,slow response from team,slow response team
"It was okay, nothing special.",Neutral,Yelp,2023-07-20 22:20:00,user10949,New York,0.89,Premium Plan,Customer Support,4,179,Resolved,it was okay nothing special,okay nothing special
Great quality and quick delivery.,Positive,Website Testimonial,2023-08-25 12:11:00,user10951,Berlin,0.74,Gift Card,Technical,1,143,Pending,great quality and quick delivery,great quality quick delivery
Excellent support team.,Positive,Amazon Reviews,2023-08-11 19:45:00,user10952,Los Angeles,0.73,Subscription,Website Experience,1,169,Resolved,excellent support team,excellent support team
Neutral feeling about the experience.,Neutral,IMDb,2023-06-04 17:43:00,user10953,Toronto,0.85,Customer Portal,Usability,1,9,Pending,neutral feeling about the experience,neutral feeling experience
"Met expectations, no issues.",Neutral,Website Testimonial,2023-09-07 14:55:00,user10954,Los Angeles,0.91,Premium Plan,Website Experience,2,160,Resolved,met expectations no issues,met expectation issue
Service quality was consistent.,Neutral,Yelp,2023-07-12 02:11:00,user10955,Los Angeles,0.86,Product A,Technical,4,26,Resolved,service quality was consistent,service quality consistent
Customer care was top-notch.,Positive,Website Testimonial,2023-09-25 22:55:00,user10956,Toronto,0.78,Website,Product Quality,1,99,Resolved,customer care was top notch,customer care top notch
Chat was fine but not great.,Neutral,Website Testimonial,2023-06-26 14:36:00,user10958,London,0.87,Delivery Service,Refund,4,33,Resolved,chat was fine but not great,chat fine great
Fast and friendly communication.,Positive,Yelp,2023-09-06 01:47:00,user10959,Singapore,0.72,Delivery Service,Delivery,2,53,Resolved,fast and friendly communication,fast friendly communication
Response time could be better.,Neutral,IMDb,2023-09-13 01:36:00,user10960,Berlin,0.89,Website,Delivery,4,168,Resolved,response time could be better,response time could better
Great quality and quick delivery.,Positive,Twitter,2023-07-14 20:28:00,user10961,Los Angeles,0.8,Product B,Billing,1,144,Resolved,great quality and quick delivery,great quality quick delivery
Great quality and quick delivery.,Positive,Yelp,2023-08-03 20:03:00,user10962,London,0.91,Website,Refund,1,159,Resolved,great quality and quick delivery,great quality quick delivery
User experience is fantastic.,Positive,Amazon Reviews,2023-06-01 17:38:00,user10963,Sydney,0.89,Gift Card,Billing,2,72,Resolved,user experience is fantastic,user experience fantastic
Everything worked perfectly.,Positive,Email,2023-08-08 11:18:00,user10964,Paris,0.93,Mobile App,Customer Support,1,22,Pending,everything worked perfectly,everything worked perfectly
Response time could be better.,Neutral,Twitter,2023-06-26 17:41:00,user10965,New York,0.74,Website,Technical,2,76,Escalated,response time could be better,response time could better
Great quality and quick delivery.,Positive,Website Testimonial,2023-09-23 07:52:00,user10966,Los Angeles,0.74,Subscription,Billing,4,59,Escalated,great quality and quick delivery,great quality quick delivery
User experience is fantastic.,Positive,Yelp,2023-07-25 19:08:00,user10967,Berlin,0.93,Subscription,Usability,2,164,Escalated,user experience is fantastic,user experience fantastic
Fast and friendly communication.,Positive,Spotify,2023-09-18 13:22:00,user10968,Dubai,0.86,Customer Portal,Usability,5,24,Resolved,fast and friendly communication,fast friendly communication
Chat was fine but not great.,Neutral,Website Testimonial,2023-08-05 04:22:00,user10969,Toronto,0.73,Mobile App,Product Quality,2,139,Resolved,chat was fine but not great,chat fine great
Service quality was consistent.,Neutral,TripAdvisor,2023-08-05 23:32:00,user10970,Paris,0.85,Delivery Service,Billing,2,166,Pending,service quality was consistent,service quality consistent
Everything worked perfectly.,Positive,Yelp,2023-09-02 13:47:00,user10973,Sydney,0.86,Website,Usability,2,61,Resolved,everything worked perfectly,everything worked perfectly
Product arrived damaged.,Negative,Website Testimonial,2023-07-13 15:53:00,user10974,Dubai,0.9,Subscription,Usability,5,90,Resolved,product arrived damaged,product arrived damaged
Service quality was consistent.,Neutral,Website Testimonial,2023-09-25 14:31:00,user10975,Singapore,0.83,Customer Portal,Refund,1,125,Resolved,service quality was consistent,service quality consistent
User experience is fantastic.,Positive,Yelp,2023-06-10 20:44:00,user10976,London,0.74,Premium Plan,Billing,4,31,Resolved,user experience is fantastic,user experience fantastic
Neutral feeling about the experience.,Neutral,Amazon Reviews,2023-06-25 10:15:00,user10977,London,0.8,Mobile App,Product Quality,3,48,Escalated,neutral feeling about the experience,neutral feeling experience
Excellent support team.,Positive,Yelp,2023-06-26 22:25:00,user10978,Toronto,0.74,Mobile App,Customer Support,2,52,Pending,excellent support team,excellent support team
Chatbot was useless and unhelpful.,Negative,Twitter,2023-06-05 06:40:00,user10981,London,0.83,Delivery Service,Usability,2,112,Resolved,chatbot was useless and unhelpful,chatbot useless unhelpful
"It was okay, nothing special.",Neutral,Spotify,2023-08-30 06:17:00,user10982,Mumbai,0.81,Website,Delivery,5,167,Resolved,it was okay nothing special,okay nothing special
Response time could be better.,Neutral,Email,2023-08-30 07:30:00,user10983,Dubai,0.77,Delivery Service,Delivery,5,169,Resolved,response time could be better,response time could better
Service quality was consistent.,Neutral,IMDb,2023-06-19 10:34:00,user10984,Los Angeles,0.9,Website,Delivery,3,97,Resolved,service quality was consistent,service quality consistent
Slow response from team.,Negative,Amazon Reviews,2023-07-23 02:42:00,user10986,Mumbai,0.84,Subscription,Delivery,4,41,Escalated,slow response from team,slow response team
Everything worked perfectly.,Positive,Email,2023-06-04 12:56:00,user10987,Berlin,0.74,Product A,Billing,2,137,Resolved,everything worked perfectly,everything worked perfectly
Chat was fine but not great.,Neutral,Amazon Reviews,2023-07-07 02:23:00,user10988,Dubai,0.75,Mobile App,Technical,2,79,Resolved,chat was fine but not great,chat fine great
Product arrived damaged.,Negative,IMDb,2023-09-01 17:25:00,user10991,Berlin,0.95,Mobile App,Customer Support,2,8,Escalated,product arrived damaged,product arrived damaged
Customer care was top-notch.,Positive,Website Testimonial,2023-09-07 05:44:00,user10992,Berlin,0.78,Delivery Service,Customer Support,5,164,Resolved,customer care was top notch,customer care top notch
Neither good nor bad.,Neutral,IMDb,2023-09-21 11:06:00,user10993,Berlin,0.77,Product A,Billing,1,88,Resolved,neither good nor bad,neither good bad
Chatbot was useless and unhelpful.,Negative,Amazon Reviews,2023-06-14 12:45:00,user10994,Dubai,0.76,Product B,Delivery,4,8,Pending,chatbot was useless and unhelpful,chatbot useless unhelpful
