Text,Sentiment,Source,Date/Time,User ID,Location,Confidence Score,Product/Service,Category,Rating,Response Time (mins),Resolution Status
Customer care was top-notch.,Positive,IMDb,2023-06-22 00:31:00,user10745,New York,0.76,Premium Plan,Refund,4,100,Pending
Loved the product!,Positive,TripAdvisor,2023-09-20 12:32:00,user10746,Dubai,0.73,Premium Plan,Product Quality,1,152,Resolved
"It was okay, nothing special.",Neutral,Yelp,2023-09-23 10:38:00,user10747,Berlin,0.93,Product A,Customer Support,3,129,Resolved
I will definitely recommend this to friends.,Positive,Yelp,2023-06-01 19:47:00,user10748,London,0.9,Delivery Service,Delivery,4,114,Resolved
Customer care was top-notch.,Positive,Amazon Reviews,2023-07-20 01:10:00,user10749,Dubai,0.86,Gift Card,Product Quality,4,81,Resolved
"Met expectations, no issues.",Neutral,ChatSupport,2023-06-23 04:26:00,user10750,Paris,0.83,Customer Portal,Billing,1,58,Resolved
Customer care was top-notch.,Positive,IMDb,2023-09-17 12:54:00,user10751,Paris,0.72,Subscription,Usability,4,124,Resolved
Amazing service!,Positive,IMDb,2023-09-07 17:30:00,user10752,Los Angeles,0.75,Product B,Delivery,3,59,Pending
Chatbot was useless and unhelpful.,Negative,Yelp,2023-07-08 17:49:00,user10753,Paris,0.7,Website,Product Quality,3,114,Resolved
Great quality and quick delivery.,Positive,Amazon Reviews,2023-07-19 18:42:00,user10754,Dubai,0.82,Premium Plan,Technical,5,40,Resolved
Response time could be better.,Neutral,Yelp,2023-06-06 18:42:00,user10755,London,0.75,Subscription,Usability,3,142,Resolved
Website kept crashing.,Negative,Yelp,2023-09-18 10:05:00,user10756,Toronto,0.71,Customer Portal,Billing,2,125,Resolved
Neither good nor bad.,Neutral,ChatSupport,2023-09-01 17:05:00,user10757,London,0.81,Product B,Refund,3,110,Resolved
Customer support never replied.,Negative,Amazon Reviews,2023-09-29 09:21:00,user10758,New York,0.83,Subscription,Technical,4,112,Escalated
Great quality and quick delivery.,Positive,TripAdvisor,2023-08-28 00:05:00,user10759,Mumbai,0.92,Customer Portal,Billing,1,57,Resolved
"It was okay, nothing special.",Neutral,TripAdvisor,2023-07-20 17:12:00,user10760,Berlin,0.71,Product A,Customer Support,1,121,Pending
Customer care was top-notch.,Positive,IMDb,2023-07-18 05:01:00,user10761,Paris,0.75,Product B,Technical,2,6,Resolved
"It was okay, nothing special.",Neutral,Spotify,2023-06-01 07:39:00,user10762,Singapore,0.71,Customer Portal,Website Experience,4,179,Resolved
Great quality and quick delivery.,Positive,Website Testimonial,2023-08-09 17:45:00,user10763,London,0.74,Product B,Website Experience,1,136,Escalated
Slow response from team.,Negative,Email,2023-07-05 13:52:00,user10764,Mumbai,0.82,Premium Plan,Customer Support,3,13,Resolved
"Terrible experience, very disappointed.",Negative,Twitter,2023-08-10 02:03:00,user10765,Paris,0.93,Gift Card,Customer Support,3,121,Pending
Chat was fine but not great.,Neutral,Email,2023-08-01 18:55:00,user10766,Los Angeles,0.91,Mobile App,Customer Support,5,145,Resolved
Neither good nor bad.,Neutral,Email,2023-09-14 16:57:00,user10767,Mumbai,0.92,Premium Plan,Delivery,4,153,Resolved
Response time could be better.,Neutral,Spotify,2023-06-04 12:01:00,user10768,Mumbai,0.72,Product A,Billing,1,31,Pending
User experience is fantastic.,Positive,Twitter,2023-06-30 14:34:00,user10769,Singapore,0.87,Product A,Customer Support,4,67,Resolved
Excellent support team.,Positive,Yelp,2023-08-27 11:08:00,user10770,Los Angeles,0.74,Product A,Customer Support,4,22,Resolved
Amazing service!,Positive,ChatSupport,2023-07-04 15:33:00,user10771,Mumbai,0.88,Delivery Service,Delivery,4,133,Resolved
Product arrived damaged.,Negative,Twitter,2023-08-02 09:24:00,user10772,Singapore,0.85,Product A,Refund,1,59,Pending
Not worth the money.,Negative,Email,2023-07-18 01:38:00,user10773,Dubai,0.77,Customer Portal,Website Experience,5,161,Resolved
User experience is fantastic.,Positive,Spotify,2023-07-29 03:23:00,user10774,Mumbai,0.92,Website,Refund,1,16,Resolved
"Terrible experience, very disappointed.",Negative,ChatSupport,2023-08-28 07:32:00,user10775,Sydney,0.94,Gift Card,Billing,3,83,Escalated
Website kept crashing.,Negative,Twitter,2023-07-18 08:44:00,user10776,Toronto,0.93,Gift Card,Customer Support,4,55,Pending
Chatbot was useless and unhelpful.,Negative,Spotify,2023-07-04 20:53:00,user10777,Sydney,0.73,Mobile App,Customer Support,3,135,Pending
User experience is fantastic.,Positive,Yelp,2023-09-23 23:33:00,user10778,New York,0.85,Website,Usability,3,81,Pending
Loved the product!,Positive,TripAdvisor,2023-06-10 20:57:00,user10779,Singapore,0.71,Customer Portal,Technical,3,88,Resolved
Customer support never replied.,Negative,Website Testimonial,2023-06-28 14:46:00,user10780,Berlin,0.95,Gift Card,Product Quality,4,97,Resolved
Customer care was top-notch.,Positive,IMDb,2023-09-29 15:44:00,user10781,London,0.72,Product A,Website Experience,4,170,Resolved
User experience is fantastic.,Positive,Amazon Reviews,2023-06-17 00:40:00,user10782,Singapore,0.74,Mobile App,Billing,2,152,Resolved
Customer care was top-notch.,Positive,TripAdvisor,2023-07-23 03:11:00,user10783,New York,0.92,Subscription,Usability,4,165,Resolved
Service quality was consistent.,Neutral,Website Testimonial,2023-06-01 23:34:00,user10784,Los Angeles,0.88,Premium Plan,Product Quality,3,108,Pending
Average performance.,Neutral,ChatSupport,2023-09-21 18:07:00,user10785,London,0.74,Subscription,Technical,3,45,Resolved
Service quality was consistent.,Neutral,Amazon Reviews,2023-06-25 10:58:00,user10786,Dubai,0.88,Premium Plan,Refund,2,88,Resolved
Not worth the money.,Negative,IMDb,2023-09-09 21:57:00,user10787,Berlin,0.72,Product B,Website Experience,1,69,Resolved
"Met expectations, no issues.",Neutral,Spotify,2023-07-09 08:16:00,user10788,Dubai,0.9,Product B,Billing,1,119,Escalated
Service quality was consistent.,Neutral,ChatSupport,2023-06-26 15:20:00,user10789,Berlin,0.79,Premium Plan,Billing,3,82,Pending
Amazing service!,Positive,Email,2023-08-19 00:15:00,user10790,Singapore,0.8,Mobile App,Website Experience,5,10,Resolved
Response time could be better.,Neutral,ChatSupport,2023-07-25 09:59:00,user10791,Paris,0.76,Premium Plan,Product Quality,1,96,Resolved
Response time could be better.,Neutral,ChatSupport,2023-09-05 17:05:00,user10792,Toronto,0.81,Website,Usability,4,119,Pending
Chatbot was useless and unhelpful.,Negative,IMDb,2023-06-08 05:10:00,user10793,Los Angeles,0.94,Product B,Billing,2,147,Resolved
"It was okay, nothing special.",Neutral,Email,2023-07-20 10:19:00,user10794,Los Angeles,0.77,Website,Website Experience,2,77,Resolved
Loved the product!,Positive,ChatSupport,2023-07-22 08:36:00,user10795,Los Angeles,0.73,Subscription,Website Experience,4,83,Resolved
Fast and friendly communication.,Positive,IMDb,2023-09-28 06:57:00,user10796,Sydney,0.84,Gift Card,Customer Support,5,62,Resolved
Fast and friendly communication.,Positive,TripAdvisor,2023-07-24 05:53:00,user10797,London,0.87,Subscription,Billing,1,10,Escalated
"It was okay, nothing special.",Neutral,IMDb,2023-09-23 01:50:00,user10798,London,0.71,Customer Portal,Product Quality,3,82,Pending
I will definitely recommend this to friends.,Positive,TripAdvisor,2023-07-06 16:27:00,user10799,Sydney,0.78,Product B,Product Quality,4,161,Resolved
Delivery took too long.,Negative,ChatSupport,2023-06-20 22:26:00,user10800,Dubai,0.74,Subscription,Billing,3,76,Resolved
Response time could be better.,Neutral,Amazon Reviews,2023-07-25 12:04:00,user10801,Sydney,0.89,Mobile App,Usability,2,57,Resolved
Chatbot was useless and unhelpful.,Negative,Email,2023-08-06 05:19:00,user10802,Singapore,0.79,Gift Card,Product Quality,1,151,Resolved
Neutral feeling about the experience.,Neutral,Email,2023-07-29 10:20:00,user10803,Los Angeles,0.88,Mobile App,Product Quality,5,118,Resolved
Excellent support team.,Positive,IMDb,2023-08-20 05:41:00,user10804,Dubai,0.93,Customer Portal,Delivery,4,51,Resolved
Everything worked perfectly.,Positive,Twitter,2023-06-07 11:22:00,user10805,Los Angeles,0.79,Delivery Service,Product Quality,4,11,Pending
Instructions were confusing.,Negative,Yelp,2023-06-18 05:59:00,user10806,Dubai,0.86,Product B,Technical,2,128,Resolved
Great quality and quick delivery.,Positive,Yelp,2023-09-05 07:42:00,user10807,Dubai,0.7,Premium Plan,Technical,1,91,Resolved
Product quality is acceptable.,Neutral,Yelp,2023-08-04 03:59:00,user10808,Singapore,0.77,Website,Delivery,5,115,Resolved
User experience is fantastic.,Positive,Twitter,2023-08-03 10:23:00,user10809,Dubai,0.82,Gift Card,Technical,5,165,Resolved
Received wrong item.,Negative,ChatSupport,2023-09-23 05:32:00,user10810,Sydney,0.83,Gift Card,Customer Support,3,152,Escalated
"Met expectations, no issues.",Neutral,Amazon Reviews,2023-08-09 07:47:00,user10811,Berlin,0.87,Delivery Service,Product Quality,2,62,Resolved
Very satisfied with the response.,Positive,Spotify,2023-08-13 21:10:00,user10812,Mumbai,0.88,Product A,Refund,3,100,Resolved
Customer support never replied.,Negative,Amazon Reviews,2023-06-18 01:08:00,user10813,Sydney,0.94,Customer Portal,Product Quality,1,147,Resolved
"It was okay, nothing special.",Neutral,TripAdvisor,2023-06-03 09:56:00,user10814,Paris,0.85,Product A,Billing,3,66,Resolved
Slow response from team.,Negative,Website Testimonial,2023-07-12 15:18:00,user10815,New York,0.79,Product A,Product Quality,2,100,Pending
Customer care was top-notch.,Positive,Amazon Reviews,2023-06-05 16:26:00,user10816,Paris,0.77,Gift Card,Billing,4,93,Escalated
Great quality and quick delivery.,Positive,Email,2023-08-15 22:11:00,user10817,Mumbai,0.94,Premium Plan,Customer Support,1,100,Resolved
Neutral feeling about the experience.,Neutral,Twitter,2023-07-13 05:29:00,user10818,Berlin,0.8,Delivery Service,Usability,5,9,Pending
Amazing service!,Positive,TripAdvisor,2023-06-18 12:53:00,user10819,Berlin,0.86,Premium Plan,Usability,5,81,Resolved
"Terrible experience, very disappointed.",Negative,Twitter,2023-08-31 11:43:00,user10820,Paris,0.72,Product B,Product Quality,4,16,Resolved
"It was okay, nothing special.",Neutral,Spotify,2023-08-13 00:26:00,user10821,Mumbai,0.83,Delivery Service,Delivery,3,38,Resolved
"It was okay, nothing special.",Neutral,Amazon Reviews,2023-07-17 09:25:00,user10822,Sydney,0.89,Gift Card,Delivery,3,136,Pending
Neither good nor bad.,Neutral,Email,2023-07-07 12:46:00,user10823,Paris,0.76,Delivery Service,Product Quality,1,75,Resolved
"Met expectations, no issues.",Neutral,Spotify,2023-08-07 17:41:00,user10824,New York,0.85,Mobile App,Refund,2,15,Pending
Delivery took too long.,Negative,Spotify,2023-08-02 08:44:00,user10825,New York,0.79,Product A,Customer Support,5,107,Resolved
Product quality is acceptable.,Neutral,IMDb,2023-08-07 18:10:00,user10826,Sydney,0.82,Premium Plan,Delivery,1,81,Resolved
Great quality and quick delivery.,Positive,TripAdvisor,2023-06-17 21:53:00,user10827,New York,0.94,Website,Website Experience,2,65,Resolved
Received wrong item.,Negative,Spotify,2023-09-20 07:18:00,user10828,Los Angeles,0.92,Mobile App,Refund,3,56,Resolved
Great quality and quick delivery.,Positive,Amazon Reviews,2023-08-18 15:05:00,user10829,Los Angeles,0.72,Customer Portal,Website Experience,5,30,Resolved
Received wrong item.,Negative,ChatSupport,2023-08-02 13:06:00,user10830,Mumbai,0.72,Delivery Service,Refund,5,144,Resolved
Service quality was consistent.,Neutral,Twitter,2023-07-24 20:37:00,user10831,Mumbai,0.89,Gift Card,Delivery,3,68,Resolved
Excellent support team.,Positive,IMDb,2023-07-23 19:20:00,user10832,London,0.77,Product A,Refund,5,23,Resolved
Average performance.,Neutral,Email,2023-08-14 02:08:00,user10833,Mumbai,0.75,Gift Card,Usability,1,16,Resolved
Excellent support team.,Positive,TripAdvisor,2023-06-17 01:58:00,user10834,Los Angeles,0.71,Product B,Usability,5,147,Resolved
Slow response from team.,Negative,Twitter,2023-09-03 06:05:00,user10835,Singapore,0.94,Product A,Refund,2,39,Pending
Neither good nor bad.,Neutral,Amazon Reviews,2023-08-10 10:57:00,user10836,New York,0.93,Product B,Website Experience,3,153,Resolved
"Terrible experience, very disappointed.",Negative,TripAdvisor,2023-08-24 11:13:00,user10837,Berlin,0.92,Product A,Technical,1,56,Resolved
Product quality is acceptable.,Neutral,IMDb,2023-07-25 23:23:00,user10838,Toronto,0.77,Mobile App,Website Experience,1,55,Pending
"Terrible experience, very disappointed.",Negative,ChatSupport,2023-06-18 11:00:00,user10839,Paris,0.85,Premium Plan,Billing,2,20,Resolved
Slow response from team.,Negative,Email,2023-08-05 06:06:00,user10840,Los Angeles,0.74,Product B,Delivery,5,17,Resolved
I will definitely recommend this to friends.,Positive,Spotify,2023-07-20 18:32:00,user10841,New York,0.78,Premium Plan,Technical,4,161,Resolved
Chatbot was useless and unhelpful.,Negative,Twitter,2023-08-30 08:02:00,user10842,London,0.83,Gift Card,Product Quality,1,110,Resolved
Chatbot was useless and unhelpful.,Negative,Email,2023-09-04 11:11:00,user10843,Los Angeles,0.83,Subscription,Website Experience,3,49,Resolved
Excellent support team.,Positive,Spotify,2023-07-05 23:56:00,user10844,London,0.9,Subscription,Delivery,4,180,Resolved
Customer care was top-notch.,Positive,Twitter,2023-06-30 02:55:00,user10845,Sydney,0.83,Product A,Delivery,1,62,Resolved
"It was okay, nothing special.",Neutral,ChatSupport,2023-08-07 02:27:00,user10846,Berlin,0.85,Mobile App,Technical,3,176,Pending
Product arrived damaged.,Negative,ChatSupport,2023-09-28 09:10:00,user10847,London,0.91,Website,Delivery,4,65,Resolved
Response time could be better.,Neutral,ChatSupport,2023-07-20 03:00:00,user10848,London,0.89,Gift Card,Technical,4,74,Resolved
Experience was fair.,Neutral,Spotify,2023-06-15 21:53:00,user10849,Dubai,0.94,Website,Billing,2,100,Resolved
"Terrible experience, very disappointed.",Negative,Yelp,2023-07-05 08:08:00,user10850,Paris,0.88,Website,Usability,4,38,Resolved
Average performance.,Neutral,Email,2023-07-04 21:56:00,user10851,Singapore,0.86,Product B,Website Experience,1,148,Resolved
Response time could be better.,Neutral,TripAdvisor,2023-06-11 20:39:00,user10852,Los Angeles,0.95,Product A,Refund,3,120,Resolved
Product arrived damaged.,Negative,Amazon Reviews,2023-08-01 05:42:00,user10853,Berlin,0.78,Delivery Service,Delivery,3,65,Resolved
Very satisfied with the response.,Positive,Amazon Reviews,2023-07-10 12:57:00,user10854,Singapore,0.91,Gift Card,Refund,4,82,Resolved
Website kept crashing.,Negative,Yelp,2023-09-06 17:13:00,user10855,Berlin,0.73,Customer Portal,Billing,2,40,Resolved
Neutral feeling about the experience.,Neutral,Email,2023-06-04 13:41:00,user10856,London,0.77,Product B,Website Experience,5,81,Pending
Fast and friendly communication.,Positive,Amazon Reviews,2023-07-15 15:01:00,user10857,Singapore,0.86,Mobile App,Usability,2,22,Pending
Not worth the money.,Negative,ChatSupport,2023-08-21 20:09:00,user10858,Toronto,0.84,Website,Refund,4,44,Resolved
User experience is fantastic.,Positive,Website Testimonial,2023-07-16 02:41:00,user10859,Berlin,0.71,Mobile App,Delivery,5,108,Resolved
Chatbot was useless and unhelpful.,Negative,Yelp,2023-08-14 16:44:00,user10860,Sydney,0.95,Gift Card,Product Quality,4,86,Pending
Amazing service!,Positive,IMDb,2023-07-26 07:14:00,user10861,Mumbai,0.93,Mobile App,Billing,3,72,Resolved
Chat was fine but not great.,Neutral,Spotify,2023-07-12 14:40:00,user10862,Dubai,0.81,Premium Plan,Customer Support,5,142,Pending
"It was okay, nothing special.",Neutral,Email,2023-09-29 11:42:00,user10863,Dubai,0.82,Customer Portal,Technical,2,121,Resolved
Customer support never replied.,Negative,Website Testimonial,2023-08-26 23:37:00,user10864,Singapore,0.87,Subscription,Delivery,3,72,Resolved
Fast and friendly communication.,Positive,TripAdvisor,2023-06-16 00:54:00,user10865,Sydney,0.92,Gift Card,Customer Support,4,143,Resolved
Slow response from team.,Negative,Yelp,2023-06-18 17:50:00,user10866,Berlin,0.72,Product B,Billing,4,44,Resolved
Amazing service!,Positive,IMDb,2023-06-06 13:47:00,user10867,Dubai,0.79,Product A,Billing,3,74,Resolved
User experience is fantastic.,Positive,Twitter,2023-06-11 16:44:00,user10868,Berlin,0.77,Premium Plan,Customer Support,2,180,Resolved
Customer support never replied.,Negative,IMDb,2023-06-15 02:49:00,user10869,Paris,0.78,Premium Plan,Website Experience,1,34,Resolved
Received wrong item.,Negative,Website Testimonial,2023-07-04 07:33:00,user10870,Mumbai,0.9,Delivery Service,Billing,3,117,Resolved
Website kept crashing.,Negative,ChatSupport,2023-07-14 01:04:00,user10871,Singapore,0.91,Customer Portal,Technical,4,40,Escalated
Chat was fine but not great.,Neutral,Amazon Reviews,2023-06-13 01:44:00,user10872,Sydney,0.78,Website,Product Quality,4,176,Resolved
Neutral feeling about the experience.,Neutral,Yelp,2023-07-23 23:23:00,user10873,New York,0.89,Product A,Refund,1,177,Resolved
Response time could be better.,Neutral,TripAdvisor,2023-06-24 10:54:00,user10874,New York,0.93,Product A,Customer Support,5,113,Resolved
Response time could be better.,Neutral,TripAdvisor,2023-07-17 23:06:00,user10875,Singapore,0.74,Website,Billing,1,48,Pending
Chatbot was useless and unhelpful.,Negative,Twitter,2023-07-19 07:01:00,user10876,Mumbai,0.82,Product B,Website Experience,1,157,Resolved
User experience is fantastic.,Positive,Spotify,2023-08-10 01:21:00,user10877,Sydney,0.81,Product B,Product Quality,5,128,Resolved
Everything worked perfectly.,Positive,TripAdvisor,2023-07-19 07:55:00,user10878,Berlin,0.73,Mobile App,Website Experience,4,126,Escalated
Received wrong item.,Negative,Email,2023-09-21 03:52:00,user10879,Toronto,0.7,Customer Portal,Billing,2,177,Resolved
Neither good nor bad.,Neutral,ChatSupport,2023-08-22 06:02:00,user10880,New York,0.89,Customer Portal,Website Experience,5,168,Resolved
Chat was fine but not great.,Neutral,ChatSupport,2023-08-23 14:02:00,user10881,Singapore,0.85,Gift Card,Website Experience,5,139,Resolved
Amazing service!,Positive,Yelp,2023-08-13 23:18:00,user10882,Singapore,0.86,Product A,Customer Support,3,18,Resolved
Response time could be better.,Neutral,Twitter,2023-06-14 07:22:00,user10883,Toronto,0.84,Customer Portal,Delivery,5,60,Resolved
Received wrong item.,Negative,Yelp,2023-07-19 10:11:00,user10884,Dubai,0.73,Customer Portal,Customer Support,3,166,Resolved
Neither good nor bad.,Neutral,ChatSupport,2023-08-09 05:08:00,user10885,Singapore,0.84,Delivery Service,Customer Support,5,67,Resolved
Experience was fair.,Neutral,IMDb,2023-09-05 15:34:00,user10886,New York,0.75,Mobile App,Billing,5,62,Escalated
Great quality and quick delivery.,Positive,Yelp,2023-07-10 18:29:00,user10887,Dubai,0.79,Product B,Website Experience,4,47,Resolved
Great quality and quick delivery.,Positive,TripAdvisor,2023-09-08 05:15:00,user10888,Dubai,0.7,Mobile App,Technical,5,146,Resolved
Customer care was top-notch.,Positive,Twitter,2023-07-03 03:30:00,user10889,New York,0.86,Gift Card,Delivery,2,24,Resolved
"Met expectations, no issues.",Neutral,Yelp,2023-09-19 22:56:00,user10890,Singapore,0.79,Delivery Service,Delivery,1,19,Pending
Response time could be better.,Neutral,Spotify,2023-06-17 20:47:00,user10891,Dubai,0.9,Mobile App,Usability,3,17,Resolved
Customer support never replied.,Negative,TripAdvisor,2023-06-11 03:25:00,user10892,Los Angeles,0.88,Subscription,Website Experience,5,77,Escalated
Chatbot was useless and unhelpful.,Negative,ChatSupport,2023-08-25 05:14:00,user10893,London,0.88,Customer Portal,Refund,2,72,Escalated
Chatbot was useless and unhelpful.,Negative,Yelp,2023-07-30 02:12:00,user10894,Mumbai,0.76,Product A,Usability,4,149,Resolved
Everything worked perfectly.,Positive,ChatSupport,2023-07-22 01:06:00,user10895,New York,0.75,Premium Plan,Customer Support,5,34,Resolved
Slow response from team.,Negative,Amazon Reviews,2023-09-05 08:46:00,user10896,Sydney,0.88,Mobile App,Usability,3,55,Resolved
Great quality and quick delivery.,Positive,IMDb,2023-09-05 01:36:00,user10897,Dubai,0.83,Mobile App,Delivery,2,24,Resolved
Amazing service!,Positive,IMDb,2023-08-30 07:48:00,user10898,Toronto,0.77,Customer Portal,Customer Support,3,84,Escalated
Neutral feeling about the experience.,Neutral,Twitter,2023-09-06 22:48:00,user10899,Sydney,0.86,Website,Delivery,2,39,Resolved
Delivery took too long.,Negative,Email,2023-09-12 17:27:00,user10900,Dubai,0.89,Gift Card,Billing,5,109,Pending
Received wrong item.,Negative,Yelp,2023-06-26 06:31:00,user10901,Berlin,0.93,Product B,Delivery,2,103,Resolved
Product quality is acceptable.,Neutral,Website Testimonial,2023-09-10 20:39:00,user10902,Sydney,0.89,Product A,Billing,5,9,Pending
Response time could be better.,Neutral,IMDb,2023-07-15 07:13:00,user10903,Dubai,0.91,Product B,Delivery,3,176,Resolved
Delivery took too long.,Negative,Amazon Reviews,2023-09-07 21:31:00,user10904,Mumbai,0.94,Customer Portal,Product Quality,3,136,Escalated
Chatbot was useless and unhelpful.,Negative,Website Testimonial,2023-06-25 22:13:00,user10905,Mumbai,0.76,Product B,Refund,5,147,Resolved
Amazing service!,Positive,Yelp,2023-07-17 23:30:00,user10906,Toronto,0.73,Subscription,Product Quality,3,75,Resolved
Response time could be better.,Neutral,IMDb,2023-06-02 11:40:00,user10907,New York,0.87,Premium Plan,Technical,3,49,Resolved
"Terrible experience, very disappointed.",Negative,Yelp,2023-09-19 13:34:00,user10908,Dubai,0.7,Website,Customer Support,5,93,Resolved
I will definitely recommend this to friends.,Positive,Spotify,2023-09-06 15:39:00,user10909,Mumbai,0.94,Subscription,Refund,4,65,Resolved
Very satisfied with the response.,Positive,Yelp,2023-06-26 01:38:00,user10910,Los Angeles,0.93,Gift Card,Billing,5,102,Resolved
Customer care was top-notch.,Positive,Website Testimonial,2023-07-21 04:35:00,user10911,Los Angeles,0.82,Premium Plan,Delivery,4,51,Resolved
Received wrong item.,Negative,Website Testimonial,2023-06-23 03:20:00,user10912,New York,0.81,Premium Plan,Billing,1,124,Pending
Chat was fine but not great.,Neutral,Spotify,2023-09-11 08:28:00,user10913,Toronto,0.9,Delivery Service,Website Experience,2,85,Pending
Experience was fair.,Neutral,Yelp,2023-06-17 09:13:00,user10914,Singapore,0.83,Delivery Service,Technical,2,157,Resolved
"It was okay, nothing special.",Neutral,Amazon Reviews,2023-07-21 18:10:00,user10915,Sydney,0.72,Premium Plan,Delivery,5,47,Resolved
Fast and friendly communication.,Positive,Spotify,2023-07-17 03:14:00,user10916,Dubai,0.74,Website,Customer Support,5,69,Resolved
Average performance.,Neutral,Yelp,2023-06-19 03:36:00,user10917,Los Angeles,0.72,Website,Billing,1,20,Resolved
Customer support never replied.,Negative,Spotify,2023-08-10 11:20:00,user10918,Paris,0.73,Product B,Product Quality,3,170,Resolved
Fast and friendly communication.,Positive,Amazon Reviews,2023-08-07 19:39:00,user10919,Singapore,0.85,Mobile App,Technical,2,178,Resolved
Received wrong item.,Negative,IMDb,2023-06-29 00:55:00,user10920,New York,0.76,Customer Portal,Technical,4,15,Resolved
Customer care was top-notch.,Positive,Amazon Reviews,2023-06-26 17:13:00,user10921,New York,0.8,Premium Plan,Website Experience,5,108,Resolved
Service quality was consistent.,Neutral,Amazon Reviews,2023-08-13 19:58:00,user10922,Los Angeles,0.8,Website,Technical,1,100,Pending
Experience was fair.,Neutral,ChatSupport,2023-07-10 07:18:00,user10923,Paris,0.8,Delivery Service,Customer Support,5,130,Resolved
Response time could be better.,Neutral,TripAdvisor,2023-06-23 08:45:00,user10924,Mumbai,0.71,Customer Portal,Customer Support,1,104,Resolved
Not worth the money.,Negative,IMDb,2023-07-28 08:42:00,user10925,Singapore,0.9,Premium Plan,Usability,5,98,Resolved
Very satisfied with the response.,Positive,IMDb,2023-07-31 08:50:00,user10926,Mumbai,0.82,Premium Plan,Delivery,4,116,Resolved
Loved the product!,Positive,Website Testimonial,2023-09-11 11:07:00,user10927,Singapore,0.8,Delivery Service,Billing,5,151,Resolved
"Terrible experience, very disappointed.",Negative,IMDb,2023-08-25 04:07:00,user10928,Mumbai,0.78,Product B,Technical,3,146,Resolved
"It was okay, nothing special.",Neutral,IMDb,2023-09-16 07:29:00,user10929,Dubai,0.91,Product B,Usability,5,117,Resolved
"It was okay, nothing special.",Neutral,Website Testimonial,2023-08-15 00:31:00,user10930,Singapore,0.79,Subscription,Technical,5,159,Resolved
Slow response from team.,Negative,Twitter,2023-08-27 03:57:00,user10931,Berlin,0.78,Delivery Service,Website Experience,1,69,Resolved
Great quality and quick delivery.,Positive,Website Testimonial,2023-08-16 16:11:00,user10932,Mumbai,0.82,Subscription,Delivery,3,166,Resolved
Neither good nor bad.,Neutral,Email,2023-09-11 11:18:00,user10933,London,0.94,Product B,Billing,1,31,Resolved
Average performance.,Neutral,Website Testimonial,2023-08-01 12:03:00,user10934,Los Angeles,0.87,Website,Product Quality,2,17,Resolved
Experience was fair.,Neutral,Spotify,2023-08-11 04:22:00,user10935,Paris,0.84,Mobile App,Product Quality,2,98,Resolved
"Met expectations, no issues.",Neutral,ChatSupport,2023-06-08 10:12:00,user10936,Dubai,0.76,Gift Card,Delivery,1,44,Resolved
"Met expectations, no issues.",Neutral,Yelp,2023-08-20 21:13:00,user10937,Singapore,0.73,Subscription,Product Quality,2,23,Resolved
Slow response from team.,Negative,Yelp,2023-08-19 16:20:00,user10938,Berlin,0.86,Gift Card,Refund,5,28,Resolved
Service quality was consistent.,Neutral,TripAdvisor,2023-07-29 14:35:00,user10939,Berlin,0.77,Mobile App,Usability,2,28,Resolved
Everything worked perfectly.,Positive,Website Testimonial,2023-07-11 15:00:00,user10940,Berlin,0.75,Customer Portal,Refund,4,74,Pending
Very satisfied with the response.,Positive,IMDb,2023-09-29 15:27:00,user10941,Mumbai,0.82,Mobile App,Technical,1,88,Escalated
Product arrived damaged.,Negative,ChatSupport,2023-08-13 11:46:00,user10942,Paris,0.78,Customer Portal,Billing,3,158,Resolved
Fast and friendly communication.,Positive,Amazon Reviews,2023-09-16 01:26:00,user10943,London,0.8,Delivery Service,Refund,4,135,Resolved
Neither good nor bad.,Neutral,ChatSupport,2023-08-15 10:59:00,user10944,Paris,0.7,Product A,Customer Support,5,76,Resolved
Neutral feeling about the experience.,Neutral,IMDb,2023-06-08 19:42:00,user10945,Singapore,0.78,Gift Card,Technical,1,125,Resolved
Customer care was top-notch.,Positive,Twitter,2023-09-14 22:33:00,user10946,Dubai,0.79,Premium Plan,Usability,4,71,Resolved
Neither good nor bad.,Neutral,Website Testimonial,2023-08-19 07:39:00,user10947,Paris,0.72,Mobile App,Website Experience,4,152,Resolved
Slow response from team.,Negative,Website Testimonial,2023-09-19 21:07:00,user10948,Berlin,0.87,Subscription,Customer Support,1,48,Resolved
"It was okay, nothing special.",Neutral,Yelp,2023-07-20 22:20:00,user10949,New York,0.89,Premium Plan,Customer Support,4,179,Resolved
Loved the product!,Positive,Amazon Reviews,2023-06-17 21:13:00,user10950,Los Angeles,0.94,Product B,Product Quality,4,135,Resolved
Great quality and quick delivery.,Positive,Website Testimonial,2023-08-25 12:11:00,user10951,Berlin,0.74,Gift Card,Technical,1,143,Pending
Excellent support team.,Positive,Amazon Reviews,2023-08-11 19:45:00,user10952,Los Angeles,0.73,Subscription,Website Experience,1,169,Resolved
Neutral feeling about the experience.,Neutral,IMDb,2023-06-04 17:43:00,user10953,Toronto,0.85,Customer Portal,Usability,1,9,Pending
"Met expectations, no issues.",Neutral,Website Testimonial,2023-09-07 14:55:00,user10954,Los Angeles,0.91,Premium Plan,Website Experience,2,160,Resolved
Service quality was consistent.,Neutral,Yelp,2023-07-12 02:11:00,user10955,Los Angeles,0.86,Product A,Technical,4,26,Resolved
